"Data","Nazwa","ISIN","Waluta","Kurs otwarcia","Kurs max","Kurs min","Kurs zamknięcia","Zmiana","Wolumen","Liczba Transakcji","Obrót","Liczba otwartych pozycji","Wartość otwartych pozycji","Cena nominalna"
"2019-10-11","PCGUARD","PLGUARD00019","PLN","0","0","0","1.17","0","0","0","0","0","0","0"
"2019-10-11","PCM","PLPRMCM00048","PLN","0","0","0","23","0","0","0","0","0","0","0"
"2019-10-11","PEIXIN","NL0010577052","PLN","0","0","0","1.02","0","0","0","0","0","0","0"
"2019-10-11","PEKABEX","PLPKBEX00072","PLN","8.2","8.25","8.1","8.1","1.25","2226","7","18.19","0","0","0"
"2019-10-11","PEKAO","PLPEKAO00016","PLN","104.5","104.95","103.55","104.55","0.53","634644","2610","66206.95","0","0","0"
"2019-10-11","PEMANAGER","PLPREQM00011","PLN","10.85","10.85","10.85","10.85","0","1","1","0.01","0","0","0"
"2019-10-11","PEP","PLPLSEP00013","PLN","24.6","25.7","24.6","25.7","1.98","556","11","13.85","0","0","0"
"2019-10-11","PEPEES","PLPEPES00018","PLN","1.68","1.68","1.62","1.62","-4.71","33193","14","54.01","0","0","0"
"2019-10-11","PFLEIDER","PLZPW0000017","PLN","0","0","0","26.2","0","0","0","0","0","0","0"
"2019-10-11","PGE","PLPGER000010","PLN","7.95","8.196","7.92","8.132","2.88","775712","1316","6268.18","0","0","0"
"2019-10-11","PGNIG","PLPGNIG00014","PLN","4.6","4.728","4.6","4.704","2.84","2774762","1965","12997.69","0","0","0"
"2019-10-11","PGO","PLPGO0000014","PLN","1.24","1.24","1.24","1.24","0","30","5","0.04","0","0","0"
"2019-10-11","PGSSOFT","PLSFTWR00015","PLN","9.65","9.89","9.55","9.78","5.16","30299","59","294.07","0","0","0"
"2019-10-11","PHARMENA","PLPHRMN00011","PLN","6.68","6.68","6.34","6.68","-0.6","154","3","0.98","0","0","0"
"2019-10-11","PHN","PLPHN0000014","PLN","11","11.35","10.8","11.3","2.73","840","11","9.24","0","0","0"
"2019-10-11","PKNORLEN","PLPKN0000018","PLN","101.65","102.5","100.65","101.65","-0.29","338857","2109","34360.43","0","0","0"
"2019-10-11","PKOBP","PLPKO0000016","PLN","37.18","37.99","37.06","37.96","1.96","2001634","4062","75020.92","0","0","0"
"2019-10-11","PKPCARGO","PLPKPCR00011","PLN","24.85","25.45","24.5","25.25","3.27","81126","423","2036.05","0","0","0"
"2019-10-11","PLASTBOX","PLPSTBX00016","PLN","2","2","2","2","0","100","1","0.2","0","0","0"
"2019-10-11","PLATYNINW","PLADDRG00015","PLN","0","0","0","0.428","0","0","0","0","0","0","0"
"2019-10-11","PLAY","LU1642887738","PLN","29.2","29.2","28.64","28.8","-0.69","458943","1628","13294.86","0","0","0"
"2019-10-11","PLAYWAY","PLPLAYW00015","PLN","188","190.8","187.6","189","0.96","2143","142","405.67","0","0","0"
"2019-10-11","PLAZACNTR","NL0011882741","PLN","1.77","1.77","1.77","1.77","-1.12","20","1","0.04","0","0","0"
"2019-10-11","PMPG","PLPEKPL00010","PLN","1.2","1.2","1.2","1.2","-0.83","500","1","0.6","0","0","0"
"2019-10-11","POLICE","PLZCPLC00036","PLN","13.7","13.7","13.7","13.7","-0.72","60","1","0.82","0","0","0"
"2019-10-11","POLIMEXMS","PLMSTSD00019","PLN","2.195","2.29","2.16","2.235","3","248698","211","558.17","0","0","0"
"2019-10-11","POLNORD","PLPOLND00019","PLN","5.24","5.48","4.89","5","-6.02","65637","141","333.56","0","0","0"
"2019-10-11","POLWAX","PLPOLWX00026","PLN","3","3.05","2.96","3.05","0","643","6","1.92","0","0","0"
"2019-10-11","POZBUD","PLPZBDT00013","PLN","1.98","1.98","1.9","1.96","0.51","5648","9","10.99","0","0","0"
"2019-10-11","PRAGMAFA","PLGFPRE00040","PLN","11.5","11.5","11.5","11.5","0","1","1","0.01","0","0","0"
"2019-10-11","PRAGMAINK","PLPRGNK00017","PLN","0","0","0","6.7","0","0","0","0","0","0","0"
"2019-10-11","PRAIRIE","AU000000PDZ2","PLN","0.66","0.67","0.645","0.655","-0.76","172461","78","113.11","0","0","0"
"2019-10-11","PRIMAMODA","PLPRMMD00012","PLN","1.25","1.25","1.23","1.23","16.04","11072","20","13.76","0","0","0"
"2019-10-11","PRIMETECH","PLKOPEX00018","PLN","1.258","1.38","1.252","1.378","9.54","2030","7","2.55","0","0","0"
"2019-10-11","PROCAD","PLPRCAD00018","PLN","0.9","0.9","0.9","0.9","0","1163","2","1.05","0","0","0"
"2019-10-11","PROCHEM","PLPRCHM00014","PLN","16.95","16.95","16.95","16.95","0","2","1","0.03","0","0","0"
"2019-10-11","PROJPRZEM","PLPROJP00018","PLN","16.15","16.15","15.3","15.3","-5.26","397","17","6.11","0","0","0"
"2019-10-11","PROTEKTOR","PLLZPSK00019","PLN","3.73","3.73","3.73","3.73","2.19","1","1","0","0","0","0"
"2019-10-11","PROVIDENT","GB00B1YKG049","PLN","5.35","5.4","5.16","5.4","0","134","3","0.69","0","0","0"
"2019-10-11","PULAWY","PLZAPUL00057","PLN","90","93","86","91","1.79","1811","78","162.59","0","0","0"
"2019-10-11","PZU","PLPZU0000011","PLN","36.64","37.47","36.58","37.4","2.33","1183247","2310","43636.08","0","0","0"
"2019-10-11","QUANTUM","PLQNTUM00018","PLN","0","0","0","12.9","0","0","0","0","0","0","0"
"2019-10-11","QUERCUS","PLQRCUS00012","PLN","2.13","2.13","2.08","2.1","-1.87","1665","4","3.49","0","0","0"
"2019-10-11","R22","PLR220000018","PLN","19.5","20.5","19.4","20.4","4.88","1507","21","29.66","0","0","0"
"2019-10-11","RADPOL","PLRDPOL00010","PLN","1.235","1.235","1.22","1.235","0","2971","5","3.65","0","0","0"
"2019-10-11","RAFAKO","PLRAFAK00018","PLN","1.106","1.126","1.062","1.11","1.09","1928511","901","2099.55","0","0","0"
"2019-10-11","RAFAMET","PLRFMET00016","PLN","0","0","0","10.5","0","0","0","0","0","0","0"
"2019-10-11","RAINBOW","PLRNBWT00031","PLN","26.7","27","26.7","26.8","-0.37","2629","24","70.41","0","0","0"
"2019-10-11","RANKPROGR","PLRNKPR00014","PLN","1.28","1.295","1.25","1.25","-2.34","2809","6","3.55","0","0","0"
"2019-10-11","RAWLPLUG","PLKLNR000017","PLN","8.88","8.88","8.5","8.6","-2.27","2516","66","21.55","0","0","0"
"2019-10-11","REDAN","PLREDAN00019","PLN","0.254","0.254","0.254","0.254","1.6","6680","3","1.7","0","0","0"
"2019-10-11","REDWOOD","PLCMPLX00014","PLN","0","0","0","0.05","0","0","0","0","0","0","0"
"2019-10-11","REGNON","PLPRNTC00017","PLN","0","0","0","0.086","0","0","0","0","0","0","0"
"2019-10-11","REINHOLD","SE0001856519","PLN","0","0","0","0.141","0","0","0","0","0","0","0"
"2019-10-11","REINO","PLWDM0000029","PLN","0","0","0","1.63","0","0","0","0","0","0","0"
"2019-10-11","RELPOL","PLRELPL00014","PLN","5.1","5.4","5.1","5.4","5.88","122512","46","626.99","0","0","0"
"2019-10-11","REMAK","PLREMAK00016","PLN","9.4","9.4","9.16","9.16","-0.87","465","35","4.27","0","0","0"
"2019-10-11","RESBUD","EE3100142985","PLN","0.42","0.42","0.42","0.42","-4.55","1140","2","0.48","0","0","0"
"2019-10-11","RONSON","NL0006106007","PLN","0.84","0.84","0.835","0.84","1.2","16417","11","13.72","0","0","0"
"2019-10-11","ROPCZYCE","PLROPCE00017","PLN","19.8","20.7","19.8","20.7","2.99","268","10","5.45","0","0","0"
"2019-10-11","RUBICON","PLNFI0500012","PLN","0.94","0.94","0.938","0.94","0","11","5","0.01","0","0","0"
"2019-10-11","RYVU","PLSELVT00013","PLN","49","49.4","47.2","48.9","0","3330","39","161.37","0","0","0"
"2019-10-11","SADOVAYA","LU0564351582","PLN","0","0","0","0.12","0","0","0","0","0","0","0"
"2019-10-11","SANOK","PLSTLSK00016","PLN","19.3","19.3","19.15","19.15","-0.78","380","4","7.31","0","0","0"
"2019-10-11","SANPL","PLBZ00000044","PLN","285","297.8","285","297","4.28","46322","1735","13561.06","0","0","0"
"2019-10-11","SANTANDER","ES0113900J37","PLN","16.26","16.26","16.2","16.2","3.38","317","5","5.15","0","0","0"
"2019-10-11","SANWIL","PLSANWL00012","PLN","0","0","0","0.57","0","0","0","0","0","0","0"
"2019-10-11","SARE","PLSARE000013","PLN","0","0","0","4.44","0","0","0","0","0","0","0"
"2019-10-11","SCOPAK","PLSCOPK00012","PLN","0","0","0","0.08","0","0","0","0","0","0","0"
"2019-10-11","SECOGROUP","PLWRWCK00013","PLN","14.9","15","14.9","15","0","78","2","1.16","0","0","0"
"2019-10-11","SEKO","PLSEKO000014","PLN","0","0","0","9.15","0","0","0","0","0","0","0"
"2019-10-11","SELENAFM","PLSELNA00010","PLN","10.6","10.6","10.1","10.1","-1.94","391","7","4.05","0","0","0"
"2019-10-11","SERINUS","JE00BF4N9R98","PLN","0.61","0.64","0.57","0.585","-7.87","1254422","281","735.2","0","0","0"
"2019-10-11","SESCOM","PLSESCM00013","PLN","27.2","27.2","27.2","27.2","0","2","1","0.05","0","0","0"
"2019-10-11","SETANTA","PLSNTFG00017","PLN","4.72","4.89","4.65","4.65","-1.06","7224","34","34.36","0","0","0"
"2019-10-11","SFINKS","PLSFNKS00011","PLN","0.79","0.794","0.78","0.79","-0.25","6796","6","5.35","0","0","0"
"2019-10-11","SILVAIR-REGS","USU827061099","PLN","6.93","6.93","6.63","6.93","0","69","46","0.48","0","0","0"
"2019-10-11","SILVANO","EE3100001751","PLN","9.78","9.98","9.78","9.98","1.01","810","2","7.93","0","0","0"
"2019-10-11","SIMPLE","PLSIMPL00011","PLN","6.3","6.3","6.3","6.3","0","2","1","0.01","0","0","0"
"2019-10-11","SKARBIEC","PLSKRBH00014","PLN","16.6","16.65","16.6","16.65","1.83","336","4","5.59","0","0","0"
"2019-10-11","SKOTAN","PLSKTAN00010","PLN","0.785","0.785","0.75","0.755","-3.82","52828","49","40.31","0","0","0"
"2019-10-11","SKYLINE","PLSKLNW00011","PLN","0","0","0","0.67","0","0","0","0","0","0","0"
"2019-10-11","SLEEPZAG","DE000A2E3772","PLN","0.725","0.725","0.68","0.68","-6.21","4174","2","2.84","0","0","0"
"2019-10-11","SNIEZKA","PLSNZKA00033","PLN","73","73","71","73","0.69","300","35","21.69","0","0","0"
"2019-10-11","SOHODEV","PLNFI0400015","PLN","0.57","0.57","0.57","0.57","6.34","4845","9","2.76","0","0","0"
"2019-10-11","SOLAR","PLSLRCP00021","PLN","0.91","0.965","0.82","0.85","-8.6","336969","171","297.33","0","0","0"
"2019-10-11","SONEL","PLSONEL00011","PLN","8.7","8.7","8.5","8.5","-1.16","990","4","8.44","0","0","0"
"2019-10-11","SOPHARMA","BG11SOSOBT18","PLN","0","0","0","10","0","0","0","0","0","0","0"
"2019-10-11","STALEXP","PLSTLEX00019","PLN","3.24","3.25","3.22","3.225","-0.31","8870","14","28.7","0","0","0"
"2019-10-11","STALPROD","PLSTLPD00017","PLN","223","225","221.5","223","0","498","34","111.24","0","0","0"
"2019-10-11","STALPROFI","PLSTLPF00012","PLN","7.1","7.3","7.05","7.3","0.69","9727","12","69.56","0","0","0"
"2019-10-11","STAPORKOW","PLSTPRK00019","PLN","1.2","1.2","1.2","1.2","0","15","1","0.02","0","0","0"
"2019-10-11","STARHEDGE","PLHRDEX00021","PLN","0.64","0.64","0.62","0.62","-1.59","5830","3","3.73","0","0","0"
"2019-10-11","STELMET","PLSTLMT00010","PLN","8.05","8.05","8.05","8.05","1.26","60","2","0.48","0","0","0"
"2019-10-11","SUNEX","PLSUNEX00013","PLN","9.68","9.68","9.22","9.22","-4.75","4631","43","43.28","0","0","0"
"2019-10-11","SUWARY","PLSUWAR00014","PLN","12","12","10.8","11.6","-3.33","104","4","1.17","0","0","0"
"2019-10-11","SWISSMED","PLSWMED00013","PLN","4.15","4.4","4.03","4.31","3.11","11382","32","49.26","0","0","0"
"2019-10-11","SYGNITY","PLCMPLD00016","PLN","2.52","2.56","2.42","2.56","1.59","5014","9","12.43","0","0","0"
"2019-10-11","SYNEKTIK","PLSNKTK00019","PLN","14.28","14.44","13.76","14.2","-0.56","1236","25","17.45","0","0","0"
"2019-10-11","TALANX","DE000TLX1005","PLN","157.5","157.5","157.5","157.5","6.78","41","3","6.46","0","0","0"
"2019-10-11","TALEX","PLTALEX00017","PLN","13.5","13.5","13.1","13.1","-2.24","899","6","11.93","0","0","0"
"2019-10-11","TARCZYNSKI","PLTRCZN00016","PLN","0","0","0","16.3","0","0","0","0","0","0","0"
"2019-10-11","TATRY","SK1120010287","PLN","160","160","160","160","0.63","96","7","15.36","0","0","0"
"2019-10-11","TAURONPE","PLTAURN00011","PLN","1.61","1.67","1.6","1.669","4.18","3643175","1246","5996.07","0","0","0"
"2019-10-11","TBULL","PLTBULL00024","PLN","18","18.9","17.65","18.7","3.89","4233","33","77.23","0","0","0"
"2019-10-11","TERMOREX","PLTRMRX00011","PLN","1.03","1.03","1.03","1.03","0","35","11","0.04","0","0","0"
"2019-10-11","TESGAS","PLTSGS000019","PLN","2.48","2.48","2.48","2.48","0","2","1","0","0","0","0"
"2019-10-11","TIM","PLTIM0000016","PLN","8.76","8.82","8.46","8.76","-0.45","3447","11","30.12","0","0","0"
"2019-10-11","TORPOL","PLTORPL00016","PLN","6.84","6.84","6.6","6.6","-1.79","24147","38","160.28","0","0","0"
"2019-10-11","TOWERINVT","PLTWRNV00013","PLN","24.3","24.3","24.3","24.3","-4.71","52","1","1.26","0","0","0"
"2019-10-11","TOYA","PLTOYA000011","PLN","3.9","3.98","3.9","3.92","0.51","1050","7","4.13","0","0","0"
"2019-10-11","TRAKCJA","PLTRKPL00014","PLN","2","2.075","1.95","1.964","5.48","507805","395","1023.5","0","0","0"
"2019-10-11","TRANSPOL","PLTRNSP00013","PLN","3","3","3","3","0","5","1","0.02","0","0","0"
"2019-10-11","TRITON","PLASMOT00030","PLN","0","0","0","1.81","0","0","0","0","0","0","0"
"2019-10-11","TSGAMES","PLTSQGM00016","PLN","149.6","153","148.2","149.6","0.81","9522","204","1428.82","0","0","0"
"2019-10-11","TXM","PLTXM0000015","PLN","0","0","0","0.13","0","0","0","0","0","0","0"
"2019-10-11","ULMA","PLBAUMA00017","PLN","51","51","49.4","51","0","266","9","13.29","0","0","0"
"2019-10-11","ULTGAMES","PLULTGM00013","PLN","18.6","18.6","18.34","18.56","0.54","10297","69","189.69","0","0","0"
"2019-10-11","UNIBEP","PLUNBEP00015","PLN","6.24","6.3","6.12","6.3","0","962","14","5.95","0","0","0"
"2019-10-11","UNICREDIT","IT0005239360","PLN","47.4","47.4","47.4","47.4","0","35","1","1.66","0","0","0"
"2019-10-11","UNIMA","PLUNMST00014","PLN","2.22","2.22","2.16","2.2","-9.84","5504","20","12.04","0","0","0"
"2019-10-11","UNIMOT","PLUNMOT00013","PLN","25.3","26.8","25.3","26.5","4.74","17182","175","448.18","0","0","0"
"2019-10-11","URSUS","PLPMWRM00012","PLN","0.67","0.692","0.66","0.68","1.49","208672","121","140.8","0","0","0"
"2019-10-11","VANTAGE","PLVTGDL00010","PLN","0","0","0","3.28","0","0","0","0","0","0","0"
"2019-10-11","VENTUREIN","PLVNTIN00011","PLN","1.53","1.53","1.53","1.53","0","790","3","1.21","0","0","0"
"2019-10-11","VIGOSYS","PLVIGOS00015","PLN","300","306","290","290","-3.33","1190","22","348.22","0","0","0"
"2019-10-11","VINDEXUS","PLVNDEX00013","PLN","8.34","8.54","8.34","8.54","0.95","2854","11","24.15","0","0","0"
"2019-10-11","VISTAL","PLVTLGD00010","PLN","2","2.04","1.96","2.03","-1.46","16520","28","32.68","0","0","0"
"2019-10-11","VIVID","PLVVDGM00014","PLN","1.26","1.31","1.23","1.24","-1.59","54891","42","69.74","0","0","0"
"2019-10-11","VOTUM","PLVOTUM00016","PLN","10.8","11.25","10.3","11.25","3.69","11229","46","121.68","0","0","0"
"2019-10-11","VOXEL","PLVOXEL00014","PLN","31.1","31.5","31","31.5","0.96","115","8","3.59","0","0","0"
"2019-10-11","VRG","PLVSTLA00011","PLN","4.125","4.125","4.08","4.085","-0.85","36048","68","147.31","0","0","0"
"2019-10-11","WADEX","PLWADEX00018","PLN","6.7","6.8","6.7","6.8","1.49","1595","14","10.74","0","0","0"
"2019-10-11","WARIMPEX","AT0000827209","PLN","6.5","6.6","6.48","6.6","2.17","1277","7","8.4","0","0","0"
"2019-10-11","WASKO","PLHOGA000041","PLN","1.24","1.29","1.22","1.29","8.4","14801","28","18.81","0","0","0"
"2019-10-11","WAWEL","PLWAWEL00013","PLN","0","0","0","658","0","0","0","0","0","0","0"
"2019-10-11","WIELTON","PLWELTN00012","PLN","7.66","7.72","7.36","7.52","-2.84","38590","102","287.55","0","0","0"
"2019-10-11","WIKANA","PLELPO000016","PLN","1.07","1.07","1.04","1.04","-6.31","4561","10","4.76","0","0","0"
"2019-10-11","WILBO","PLWILBO00019","PLN","0","0","0","0.24","0","0","0","0","0","0","0"
"2019-10-11","WINVEST","PLARIEL00046","PLN","0","0","0","0.051","0","0","0","0","0","0","0"
"2019-10-11","WIRTUALNA","PLWRTPL00027","PLN","66","66.6","65.8","66","0","1388","26","91.68","0","0","0"
"2019-10-11","WITTCHEN","PLWTCHN00030","PLN","13.5","13.5","13.5","13.5","0.75","25","11","0.34","0","0","0"
"2019-10-11","WOJAS","PLWOJAS00014","PLN","5.12","5.12","5.12","5.12","-1.54","1550","2","7.94","0","0","0"
"2019-10-11","WORKSERV","PLWRKSR00019","PLN","1.026","1.058","0.938","0.944","-10.1","248428","152","247.72","0","0","0"
"2019-10-11","XTB","PLXTRDM00011","PLN","3.22","3.22","3.06","3.19","2.9","10215","19","31.98","0","0","0"
"2019-10-11","XTPL","PLXTPL000018","PLN","101","109.5","101","109.5","7.88","730","33","77.15","0","0","0"
"2019-10-11","YOLO","PLPRESC00018","PLN","1.8","1.8","1.6","1.7","-5.56","6647","6","11.14","0","0","0"
"2019-10-11","ZAMET","PLZAMET00010","PLN","0.89","0.89","0.89","0.89","0","28","2","0.02","0","0","0"
"2019-10-11","ZASTAL","PLZSTAL00012","PLN","0","0","0","2.56","0","0","0","0","0","0","0"
"2019-10-11","ZEPAK","PLZEPAK00012","PLN","6.76","6.78","6.6","6.76","1.2","4888","23","32.75","0","0","0"
"2019-10-11","ZPUE","PLZPUE000012","PLN","120","120","115","117","-1.68","113","4","13.21","0","0","0"
"2019-10-11","ZREMB","PLZBMZC00019","PLN","0","0","0","0.58","0","0","0","0","0","0","0"
"2019-10-11","ZUE","PLZUE0000015","PLN","4.36","4.36","4.36","4.36","0","3","2","0.01","0","0","0"
"2019-10-11","ZYWIEC","PLZYWIC00016","PLN","478","482","478","482","-0.41","4","3","1.92","0","0","0"
